32438165,From waste to fuel: Energy recovery from household food waste via its bioconversion to energy carriers based on microbiological processes.,20200521,"['Antonopoulou Georgia', 'Alexandropoulou Maria', 'Ntaikou Ioanna', 'Lyberatos Gerasimos']","In the present study the bioconversion of dried household food waste (FORBI) to energy carriers was investigated aiming to its sustainable management and valorization. FORBI was either directly fermented towards ethanol and hydrogen or was previously subjected to extraction with water resulting to a liquid fraction (extract) rich in sugars and a solid residue, which were then fermented separately. Subsequently, the effluents were assessed as substrates for methane production via anaerobic digestion (AD). Mono-cultures and co-cultures of C5 and C6 yeasts were used for the alcoholic fermentation whereas for the production of hydrogen, mixed acidogenic consortia were used. Taking into account the optimum yields of biofuels, the amount of recoverable energy was estimated based for each different approach. The maximum ethanol yield was 0.16 g ethanol per kg of FORBI and it was achieved for separate fermentation of liquid and solid fractions of the waste. The highest hydrogen yield that was observed was 210.44 L ± 4.02 H2/kg TS FORBI for 1% solids loading and supplementation with cellulolytic enzymes. Direct AD of either the whole FORBI or its individual fractions led to lower overall energy recovery, compared to that obtained when fermentation and subsequent AD were applied. The recoverable energy was estimated for the different exploitation approaches of the waste. The maximum achieved recoverable energy was 21.49 ± 0.57 MJ/kg."
32437351,Filaggrin and filaggrin 2 processing are linked together through skin aspartic acid protease activation.,20200521,"['Donovan Mark', 'Salamito Mélanie', 'Thomas-Collignon Agnès', 'Simonetti Lucie', 'Desbouis Stephanie', 'Rain Jean-Christophe', 'Formstecher Etienne', 'Bernard Dominique']","Skin aspartic acid protease (SASPase) is believed to be a key enzyme involved in filaggrin processing during epidermal terminal differentiation. Since little is known about the regulation of SASPase function, the aim of this study was to identify involved protein partners in the process. Yeast two hybrid analyses using SASPase as bait against a human reconstructed skin library identified that the N-terminal domain of filaggrin 2 binds to the N-terminal fragment of SASPase. This interaction was confirmed in reciprocal yeast two hybrid screens and by Surface Plasmon Resonance analyses. Immunohistochemical studies in human skin, using specific antibodies to SASPase and the N-terminal domain of filaggrin 2, showed that the two proteins partially co-localized to the stratum granulosum. In vitro enzymatic assays showed that the N-terminal domain of filaggrin 2 enhanced the autoactivation of SASPase to its 14 kDa active form. Taken together, the data suggest that the N-terminal domain of filaggrin 2 regulates the activation of SASPase that may be a key event upstream of filaggrin processing to natural moisturizing factors in the human epidermis."
32436877,Epidemiology and Antifungal Susceptibility of Infections Caused by Trichosporon Species: An Emerging Non-Candida and Non-Cryptococcus Yeast Worldwide.,20200521,"['Singh Sukhwinder', 'Capoor Malini Rajinder', 'Varshney Swati', 'Gupta Dipendra Kumar', 'Verma Pradeep Kumar', 'Ramesh V']","Over the past four decades, there has been an increase in the number of fatal opportunistic invasive trichosporonosis cases especially in immunocompromised hosts."
32436874,"The incidence, aetiology and antimicrobial susceptibility of central line-associated bloodstream infections in intensive care unit patients at a private tertiary care hospital in Mumbai, India.",20200521,"['Singhal Tanu', 'Shah Sweta', 'Thakkar Pooja', 'Naik Reshma']","There is a need to generate accurate data on temporal trends in incidence rates, aetiology and antimicrobial susceptibility of central line-associated bloodstream infections (CLABSIs) in the Indian setting."
32436567,The impact of CUP1 gene copy-number and XVI-VIII/XV-XVI translocations on copper and sulfite tolerance in vineyard Saccharomyces cerevisiae strain populations.,20200521,"['Crosato Giulia', 'Nadai Chiara', 'Carlot Milena', 'Garavaglia Juliano', 'Ziegler Denise Righetto', 'Rossi Rochele Cassanta', 'De Castilhos Juliana', 'Campanaro Stefano', 'Treu Laura', 'Giacomini Alessio', 'Corich Viviana']","In wine production, sulfites are widely used as antimicrobials and antioxidants, whereas copper is associated with fungicides and wine fining treatments. Therefore, wine yeasts are constantly exposed to these agents. Copper tolerance is related to the copy number of the CUP1 gene, encoding for a metallothionein involved in copper detoxification. In wine yeasts, sulfite resistance mainly depends on the presence of the translocation t(XVI;VIII) in the promoter region of the SSU1 gene. This gene encodes for a plasma membrane sulfite pump involved in sulfite metabolism and detoxification. Recently, a new translocation, t(XVI;VIII), was identified. In this work, 253 Saccharomyces cerevisiae strains, representing three vineyard populations from two different continents, were analyzed, along with 20 industrial starters. Copper and sulfites tolerance as well as distribution of CUP1 gene copy-number, t(XVI;VIII)and t(XVI;XV) of SSU1 gene were studied to evaluate the impact of these genomic variations on population phenotypes. The CUP1 gene copy-number was found to be highly variable, ranging from zero to 79 per strain. Moreover it differently impacted the copper tolerance in the populations of the two continents. The diffusion of t(XVI;VIII) and, for the first time, t(XVI;XV) was determined in the three vineyard populations. The correlation between the presence of the translocation and strain sulfite tolerance levels was significant only for the t(XVI;VIII)."
32436065,Binding Capacities and Antioxidant Activities of Lactobacillus plantarum and Pichia kudriavzevii Against Cadmium and Lead Toxicities.,20200521,"['Banwo Kolawole', 'Alonge Zainab', 'Sanni Abiodun I']","The cadmium and lead binding capacities and antioxidant activities of Lactobacillus plantarum and Pichia kudriavzevii were evaluated in vitro and in vivo. Lactic acid bacteria and yeasts obtained from fermenting cassava mash and maize slurry were screened for tolerance to cadmium and lead at 500-1050 mg ml-1 screened for probiotic potentials and antioxidant activities such as 2,2-diphenyl-1-picrylhydrazyl and ferric reducing antioxidant properties. The in vivo studies were carried out in male Wistar rats. The strains identified as Lactobacillus plantarum ML05 and Pichia kudriavzevii FY05 demonstrated the best probiotic potentials and antioxidant activities. Alterations in antioxidant capacities were positive in the treatment groups. The histopathology displayed positive changes in the renal tubules and glomeruli, hypertrophy, with normal capsular spaces without inflammation in the kidney, while the liver sinusoids appear normal in the rats administered with L. plantarum ML05 and P. kudriavzevii FY05 while the infected and not treated showed cell necrosis induced by toxicities. Our results provided new evidence that Lactobacillus plantarum and Pichia kudriavzevii have different biological actions on the heavy metals binding capacities and antioxidant activities in experimental animals. This study suggests that these microorganisms can be considered dietary therapeutics against cadmium and lead toxicities."
32435637,Consensus Design of an Evolved High-Redox Potential Laccase.,20200521,"['Gomez-Fernandez Bernardo J', 'Risso Valeria A', 'Sanchez-Ruiz Jose M', 'Alcalde Miguel']","Among the broad repertory of protein engineering methods that set out to improve stability, consensus design has proved to be a powerful strategy to stabilize enzymes without compromising their catalytic activity. Here, we have applied an in-house consensus method to stabilize a laboratory evolved high-redox potential laccase. Multiple sequence alignments were carried out and computationally refined by applying relative entropy and mutual information thresholds. Through this approach, an ensemble of 20 consensus mutations were identified, 18 of which were consensus/ancestral mutations. The set of consensus variants was produced in Saccharomyces cerevisiae and analyzed individually, while site directed recombination of the best mutations did not produce positive epistasis. The best single variant carried the consensus-ancestral A240G mutation in the neighborhood of the T2/T3 copper cluster, which dramatically improved thermostability, kinetic parameters and secretion."
32435422,Artemisinin Derivatives with Antimelanoma Activity Show Inhibitory Effect against Human DNA Topoisomerase 1.,20200521,"['Botta Lorenzo', 'Filippi Silvia', 'Zippilli Claudio', 'Cesarini Silvia', 'Bizzarri Bruno Mattia', 'Cirigliano Angela', 'Rinaldi Teresa', 'Paiardini Alessandro', 'Fiorucci Diego', 'Saladino Raffaele', 'Negri Rodolfo', 'Benedetti Pietro']","Artesunic acid and artemisinin are natural substances with promiscuous anticancer activity against different types of cancer cell lines. The mechanism of action of these compounds is associated with the formation of reactive radical species by cleavage of the sesquiterpene pharmacophore endoperoxide bridge. Here we suggested topoisomerase 1 as a possible molecular target for the improvement of the anticancer activity of these compounds. In this context, we report that novel hybrid and dimer derivatives of artesunic acid and artemisinin, bearing camptothecin and SN38 as side-chain biological effectors, can inhibit growth of yeast cells overexpressing human topoisomerase 1 and its enzymatic activity in vitro. These derivatives showed also anticancer activity in melanoma cell lines higher than camptothecin and paclitaxel. In silico molecular docking calculations highlighted a common binding mode for the novel derivatives, with the sesquiterpene lactone scaffold being located near the traditional recognition site for camptothecin, while the bioactive side-chain effector laid in the camptothecin cleft."
32434907,DCyFIR: a high-throughput CRISPR platform for multiplexed G protein-coupled receptor profiling and ligand discovery.,20200521,"['Kapolka N J', 'Taghon G J', 'Rowe J B', 'Morgan W M', 'Enten J F', 'Lambert N A', 'Isom D G']","More than 800 G protein-coupled receptors (GPCRs) comprise the largest class of membrane receptors in humans. While there is ample biological understanding and many approved drugs for prototypic GPCRs, most GPCRs still lack well-defined biological ligands and drugs. Here, we report our efforts to tap the potential of understudied GPCRs by developing yeast-based technologies for high-throughput clustered regularly interspaced short palindromic repeats (CRISPR) engineering and GPCR ligand discovery. We refer to these technologies collectively as Dynamic Cyan Induction by Functional Integrated Receptors, or DCyFIR. A major advantage of DCyFIR is that GPCRs and other assay components are CRISPR-integrated directly into the yeast genome, making it possible to decode ligand specificity by profiling mixtures of GPCR-barcoded yeast strains in a single tube. To demonstrate the capabilities of DCyFIR, we engineered a yeast strain library of 30 human GPCRs and their 300 possible GPCR-Gα coupling combinations. Profiling of these 300 strains, using parallel (DCyFIRscreen) and multiplex (DCyFIRplex) DCyFIR modes, recapitulated known GPCR agonism with 100% accuracy, and identified unexpected interactions for the receptors ADRA2B, HCAR3, MTNR1A, S1PR1, and S1PR2. To demonstrate DCyFIR scalability, we profiled a library of 320 human metabolites and discovered several GPCR-metabolite interactions. Remarkably, many of these findings pertained to understudied pharmacologically dark receptors GPR4, GPR65, GPR68, and HCAR3. Experiments on select receptors in mammalian cells confirmed our yeast-based observations, including our discovery that kynurenic acid activates HCAR3 in addition to GPR35, its known receptor. Taken together, these findings demonstrate the power of DCyFIR for identifying ligand interactions with prototypic and understudied GPCRs."
32434780,Pseudouridine-mediated stop codon read-through in S. cerevisiae is sequence context-independent.,20200521,"['Adachi Hironori', 'Yu Yi-Tao']","We have previously shown that when the uridine of a stop codon (UAA, UAG or UGA) is pseudouridylated, the ribosome reads through the modified stop codon. However, it is not clear as to whether or not the pseudouridine (Ψ)-mediated read-through is dependent on the sequence context of mRNA. Here, we use several different approaches and the yeast system to address this question. We show that when a stop codon (pre-mature termination codon, PTC) is introduced into the coding region of a reporter mRNA at several different positions (with different sequence contexts) and pseudouridylated, we detect similar levels of read-through. Using mutational and selection/screen analyses, we also show that the upstream sequence (relative to PTC) as well as the nucleotides surrounding the PTC (upstream and downstream) play a minimal role (if at all) in Ψ-mediated ribosome read-through. Interestingly, we detect no suppression of NMD (nonsense-mediated mRNA decay) by targeted PTC pseudouridylation in the yeast system. Our results indicate that Ψ-mediated nonsense suppression occurs at the translational level, and that the suppression is sequence context-independent, unlike some previously characterized rare stop codon read-through events."
